Year,Gender,Variable,Base,Intervention,Change,Base Unit,Intervention Unit,Change Unit
40 years,both,t_QALY_annual,"17.24 (17.17, 17.31)","17.13 (17.07, 17.2)","0.11 (0.11, 0.11)",million,million,million
40 years,female,t_stroke_event,"21.45 (21.05, 21.85)","20.47 (20.08, 20.86)","0.98 (0.97, 0.99)",million,million,million
40 years,female,t_IS_event,"15.29 (14.99, 15.58)","14.59 (14.31, 14.87)","0.7 (0.68, 0.71)",million,million,million
40 years,female,t_HS_event,"3.49 (3.42, 3.55)","3.33 (3.26, 3.39)","0.16 (0.16, 0.16)",million,million,million
40 years,female,t_US_event,"2.68 (2.63, 2.73)","2.55 (2.51, 2.6)","0.12 (0.12, 0.12)",million,million,million
40 years,female,t_stroke_death,"1199.02 (1130.61, 1271.09)","890.63 (831.17, 953.99)","308.39 (299.44, 317.1)",thousand,thousand,thousand
40 years,female,t_IS_death,"854.42 (796.13, 916.63)","634.67 (584.26, 689.16)","219.76 (211.88, 227.47)",thousand,thousand,thousand
40 years,female,t_HS_death,"194.96 (167.48, 226.87)","144.82 (121.38, 172.72)","50.14 (46.1, 54.15)",thousand,thousand,thousand
40 years,female,t_US_death,"149.64 (125.78, 177.95)","111.15 (90.84, 135.94)","38.49 (34.93, 42.01)",thousand,thousand,thousand
40 years,female,t_chd_event,"8.36 (8.17, 8.56)","7.93 (7.75, 8.12)","0.43 (0.42, 0.44)",million,million,million
40 years,female,t_chd_death,"1.25 (1.19, 1.33)","1.3 (1.22, 1.37)","0.04 (0.04, 0.04)",million,million,million
40 years,female,Cost,"152.27 (149.88, 154.66)","144.36 (142.11, 146.62)","7.91 (7.77, 8.05)",billion,billion,billion
40 years,female,QALY,"102.69 (101.52, 103.86)","109.92 (108.71, 111.13)","7.23 (7.19, 7.26)",million,million,million
40 years,female,t_deathage,"79.82 (79.61, 80.03)","80.85 (80.64, 81.06)","1.03 (1.02, 1.03)",,,
40 years,female,t_stroke_event_annual,"1.67 (1.64, 1.71)","1.45 (1.42, 1.48)","0.22 (0.22, 0.23)",million,million,million
40 years,female,t_IS_event_annual,"1.19 (1.17, 1.22)","1.03 (1.01, 1.06)","0.16 (0.16, 0.16)",million,million,million
40 years,female,t_HS_event_annual,"271.91 (266.0, 277.85)","235.69 (230.4, 240.99)","36.22 (35.6, 36.86)",thousand,thousand,thousand
40 years,female,t_US_event_annual,"208.7 (204.23, 213.29)","180.9 (176.78, 185.04)","27.8 (27.45, 28.25)",thousand,thousand,thousand
40 years,female,t_stroke_death_annual,"301.62 (267.06, 340.51)","210.33 (181.72, 243.35)","91.28 (85.34, 97.16)",thousand,thousand,thousand
40 years,female,t_IS_death_annual,"214.93 (185.99, 248.28)","149.88 (126.0, 178.22)","65.05 (59.99, 70.06)",thousand,thousand,thousand
40 years,female,t_HS_death_annual,"49.04 (36.2, 66.42)","34.2 (23.78, 49.16)","14.84 (12.41, 17.26)",thousand,thousand,thousand
40 years,female,t_US_death_annual,"37.64 (26.62, 53.21)","26.25 (17.35, 39.7)","11.39 (9.27, 13.5)",thousand,thousand,thousand
40 years,female,t_chd_event_annual,"737.72 (708.4, 767.16)","664.0 (636.99, 692.25)","73.72 (71.41, 74.91)",thousand,thousand,thousand
40 years,female,t_chd_death_annual,"331.87 (295.56, 372.5)","313.11 (277.88, 352.68)","18.76 (17.68, 19.82)",thousand,thousand,thousand
40 years,female,t_noncvd_death_annual,"1.37 (1.3, 1.45)","1.31 (1.24, 1.39)","0.06 (0.06, 0.06)",million,million,million
40 years,female,t_Cost_annual,"11.46 (11.28, 11.64)","10.09 (9.93, 10.25)","1.37 (1.35, 1.39)",billion,billion,billion
40 years,female,t_QALY_annual,"8.04 (8.01, 8.08)","8.0 (7.96, 8.03)","0.05 (0.05, 0.05)",million,million,million
40 years,male,t_stroke_event,"20.13 (19.71, 20.53)","19.26 (18.85, 19.66)","0.88 (0.86, 0.87)",million,million,million
40 years,male,t_IS_event,"14.35 (14.05, 14.64)","13.72 (13.43, 14.01)","0.62 (0.62, 0.64)",million,million,million
40 years,male,t_HS_event,"3.27 (3.21, 3.34)","3.13 (3.07, 3.2)","0.14 (0.14, 0.15)",million,million,million
40 years,male,t_US_event,"2.51 (2.46, 2.56)","2.4 (2.35, 2.45)","0.11 (0.11, 0.11)",million,million,million
40 years,male,t_stroke_death,"1132.05 (1062.05, 1206.2)","869.3 (807.61, 935.34)","262.75 (254.44, 270.86)",thousand,thousand,thousand
40 years,male,t_IS_death,"806.7 (747.22, 870.58)","619.46 (567.26, 676.21)","187.24 (179.96, 194.37)",thousand,thousand,thousand
40 years,male,t_HS_death,"184.07 (156.23, 216.79)","141.35 (117.2, 170.41)","42.72 (39.03, 46.38)",thousand,thousand,thousand
40 years,male,t_US_death,"141.28 (117.14, 170.34)","108.49 (87.59, 134.33)","32.79 (29.55, 36.01)",thousand,thousand,thousand
40 years,male,t_chd_event,"7.91 (7.71, 8.1)","7.58 (7.4, 7.77)","0.33 (0.32, 0.33)",million,million,million
40 years,male,t_chd_death,"1.16 (1.09, 1.23)","1.18 (1.11, 1.26)","0.02 (0.02, 0.02)",million,million,million
40 years,male,Cost,"143.25 (140.8, 145.7)","136.94 (134.63, 139.26)","6.31 (6.17, 6.45)",billion,billion,billion
40 years,male,QALY,"99.31 (98.1, 100.53)","106.8 (105.55, 108.06)","7.49 (7.45, 7.53)",million,million,million
40 years,male,t_deathage,"75.94 (75.74, 76.13)","76.85 (76.65, 77.04)","0.91 (0.91, 0.91)",,,
40 years,male,t_stroke_event_annual,"1.81 (1.77, 1.85)","1.57 (1.54, 1.61)","0.23 (0.23, 0.24)",million,million,million
40 years,male,t_IS_event_annual,"1.29 (1.26, 1.32)","1.12 (1.09, 1.15)","0.17 (0.16, 0.17)",million,million,million
40 years,male,t_HS_event_annual,"293.73 (287.09, 300.51)","255.96 (249.71, 262.05)","37.77 (37.38, 38.47)",thousand,thousand,thousand
40 years,male,t_US_event_annual,"225.44 (220.18, 230.64)","196.46 (191.86, 201.07)","28.99 (28.32, 29.58)",thousand,thousand,thousand
40 years,male,t_stroke_death_annual,"313.27 (276.41, 354.91)","220.72 (190.05, 256.23)","92.56 (86.36, 98.68)",thousand,thousand,thousand
40 years,male,t_IS_death_annual,"223.24 (192.38, 258.94)","157.28 (131.7, 187.77)","65.95 (60.69, 71.17)",thousand,thousand,thousand
40 years,male,t_HS_death_annual,"50.94 (37.28, 69.58)","35.89 (24.75, 52.02)","15.05 (12.53, 17.56)",thousand,thousand,thousand
40 years,male,t_US_death_annual,"39.1 (27.38, 55.8)","27.55 (18.04, 42.05)","11.55 (9.35, 13.75)",thousand,thousand,thousand
40 years,male,t_chd_event_annual,"782.42 (751.19, 815.26)","708.9 (679.66, 739.52)","73.53 (71.53, 75.74)",thousand,thousand,thousand
40 years,male,t_chd_death_annual,"336.59 (298.33, 379.61)","319.55 (282.3, 361.56)","17.04 (16.03, 18.05)",thousand,thousand,thousand
40 years,male,t_noncvd_death_annual,"1.96 (1.87, 2.06)","1.84 (1.76, 1.93)","0.12 (0.12, 0.12)",million,million,million
40 years,male,t_Cost_annual,"12.42 (12.22, 12.62)","11.01 (10.83, 11.2)","1.4 (1.38, 1.42)",billion,billion,billion
40 years,male,t_QALY_annual,"9.17 (9.14, 9.2)","9.11 (9.08, 9.15)","0.06 (0.06, 0.06)",million,million,million
lifetime,both,t_stroke_event,"41.7 (40.85, 42.55)","39.85 (39.03, 40.67)","1.85 (1.82, 1.88)",million,million,million
lifetime,both,t_IS_event,"29.72 (29.12, 30.31)","28.4 (27.83, 28.98)","1.32 (1.29, 1.33)",million,million,million
lifetime,both,t_HS_event,"6.78 (6.65, 6.92)","6.48 (6.35, 6.61)","0.3 (0.3, 0.31)",million,million,million
lifetime,both,t_US_event,"5.2 (5.1, 5.31)","4.97 (4.87, 5.07)","0.23 (0.23, 0.24)",million,million,million
lifetime,both,t_stroke_death,"2.36 (2.22, 2.51)","1.81 (1.69, 1.94)","0.55 (0.53, 0.57)",million,million,million
lifetime,both,t_IS_death,"1.68 (1.57, 1.81)","1.29 (1.19, 1.41)","0.39 (0.38, 0.41)",million,million,million
lifetime,both,t_HS_death,"384.23 (328.46, 449.29)","294.87 (246.48, 352.63)","89.36 (81.98, 96.66)",thousand,thousand,thousand
lifetime,both,t_US_death,"294.9 (246.51, 352.66)","226.32 (184.41, 277.65)","68.58 (62.1, 75.01)",thousand,thousand,thousand
lifetime,both,t_chd_event,"16.31 (15.93, 16.7)","15.58 (15.21, 15.97)","0.73 (0.72, 0.73)",million,million,million
lifetime,both,t_chd_death,"2.51 (2.37, 2.66)","2.54 (2.4, 2.69)","0.03 (0.03, 0.03)",million,million,million
lifetime,both,Cost,"295.75 (290.81, 300.69)","281.88 (277.21, 286.55)","13.87 (13.6, 14.14)",billion,billion,billion
lifetime,both,QALY,"202.11 (199.69, 204.54)","216.92 (214.41, 219.42)","14.8 (14.73, 14.88)",million,million,million
lifetime,both,t_deathage,"77.95 (77.74, 78.15)","78.96 (78.75, 79.16)","1.01 (1.01, 1.01)",,,
lifetime,both,t_stroke_event_annual,"3.45 (3.37, 3.53)","3.01 (2.94, 3.08)","0.44 (0.43, 0.45)",million,million,million
lifetime,both,t_IS_event_annual,"2.46 (2.4, 2.51)","2.14 (2.09, 2.19)","0.32 (0.31, 0.32)",million,million,million
lifetime,both,t_HS_event_annual,"560.69 (548.1, 573.39)","488.72 (477.74, 500.05)","71.97 (70.36, 73.34)",thousand,thousand,thousand
lifetime,both,t_US_event_annual,"430.34 (420.62, 440.14)","375.1 (366.47, 383.71)","55.24 (54.16, 56.43)",thousand,thousand,thousand
lifetime,both,t_stroke_death_annual,"613.45 (542.11, 693.91)","431.27 (371.97, 499.83)","182.18 (170.14, 194.08)",thousand,thousand,thousand
lifetime,both,t_IS_death_annual,"437.14 (377.42, 506.12)","307.32 (257.84, 366.16)","129.82 (119.58, 139.96)",thousand,thousand,thousand
lifetime,both,t_HS_death_annual,"99.75 (73.27, 135.74)","70.12 (48.56, 101.23)","29.62 (24.71, 34.51)",thousand,thousand,thousand
lifetime,both,t_US_death_annual,"76.56 (53.85, 108.8)","53.82 (35.4, 81.79)","22.74 (18.45, 27.01)",thousand,thousand,thousand
lifetime,both,t_chd_event_annual,"1.53 (1.47, 1.59)","1.37 (1.32, 1.43)","0.16 (0.15, 0.16)",million,million,million
lifetime,both,t_chd_death_annual,"677.0 (601.92, 761.15)","639.51 (566.61, 721.5)","37.49 (35.31, 39.65)",thousand,thousand,thousand
lifetime,both,t_noncvd_death_annual,"3.37 (3.21, 3.54)","3.18 (3.02, 3.35)","0.19 (0.19, 0.19)",million,million,million
lifetime,both,t_Cost_annual,"23.72 (23.34, 24.1)","20.98 (20.64, 21.32)","2.73 (2.7, 2.77)",billion,billion,billion
lifetime,both,t_QALY_annual,"17.22 (17.15, 17.29)","17.1 (17.04, 17.17)","0.11 (0.11, 0.11)",million,million,million
lifetime,female,t_stroke_event,"21.67 (21.26, 22.08)","20.7 (20.29, 21.1)","0.98 (0.97, 0.98)",million,million,million
lifetime,female,t_IS_event,"15.44 (15.15, 15.74)","14.75 (14.46, 15.04)","0.7 (0.68, 0.7)",million,million,million
lifetime,female,t_HS_event,"3.52 (3.46, 3.59)","3.37 (3.3, 3.43)","0.16 (0.16, 0.16)",million,million,million
lifetime,female,t_US_event,"2.7 (2.65, 2.76)","2.58 (2.53, 2.63)","0.12 (0.12, 0.12)",million,million,million
lifetime,female,t_stroke_death,"1209.74 (1141.04, 1282.08)","900.16 (840.39, 963.81)","309.58 (300.66, 318.26)",thousand,thousand,thousand
lifetime,female,t_IS_death,"862.06 (803.52, 924.51)","641.45 (590.78, 696.21)","220.61 (212.74, 228.3)",thousand,thousand,thousand
lifetime,female,t_HS_death,"196.7 (169.09, 228.74)","146.37 (122.79, 174.4)","50.34 (46.3, 54.33)",thousand,thousand,thousand
lifetime,female,t_US_death,"150.98 (127.0, 179.4)","112.34 (91.92, 137.25)","38.64 (35.09, 42.15)",thousand,thousand,thousand
lifetime,female,t_chd_event,"8.45 (8.26, 8.65)","8.03 (7.85, 8.21)","0.42 (0.41, 0.44)",million,million,million
lifetime,female,t_chd_death,"1.26 (1.19, 1.33)","1.3 (1.23, 1.38)","0.04 (0.04, 0.04)",million,million,million
lifetime,female,Cost,"153.41 (150.97, 155.85)","145.7 (143.4, 148.0)","7.71 (7.58, 7.85)",billion,billion,billion
lifetime,female,QALY,"103.23 (102.04, 104.42)","110.61 (109.37, 111.84)","7.38 (7.33, 7.42)",million,million,million
lifetime,female,t_deathage,"80.17 (79.96, 80.38)","81.28 (81.07, 81.48)","1.1 (1.1, 1.11)",,,
lifetime,female,t_stroke_event_annual,"1.67 (1.63, 1.71)","1.45 (1.41, 1.48)","0.22 (0.22, 0.23)",million,million,million
lifetime,female,t_IS_event_annual,"1.19 (1.16, 1.22)","1.03 (1.01, 1.05)","0.16 (0.16, 0.16)",million,million,million
lifetime,female,t_HS_event_annual,"271.68 (265.73, 277.75)","235.29 (229.97, 240.66)","36.39 (35.76, 37.1)",thousand,thousand,thousand
lifetime,female,t_US_event_annual,"208.52 (203.97, 213.13)","180.59 (176.61, 184.68)","27.93 (27.36, 28.45)",thousand,thousand,thousand
lifetime,female,t_stroke_death_annual,"301.86 (267.28, 340.77)","210.54 (181.92, 243.58)","91.31 (85.37, 97.19)",thousand,thousand,thousand
lifetime,female,t_IS_death_annual,"215.1 (186.15, 248.46)","150.03 (126.14, 178.38)","65.07 (60.01, 70.08)",thousand,thousand,thousand
lifetime,female,t_HS_death_annual,"49.08 (36.23, 66.47)","34.23 (23.81, 49.21)","14.85 (12.42, 17.26)",thousand,thousand,thousand
lifetime,female,t_US_death_annual,"37.67 (26.64, 53.24)","26.28 (17.37, 39.73)","11.4 (9.28, 13.51)",thousand,thousand,thousand
lifetime,female,t_chd_event_annual,"737.13 (708.12, 766.56)","663.24 (636.37, 691.44)","73.89 (71.75, 75.11)",thousand,thousand,thousand
lifetime,female,t_chd_death_annual,"332.01 (295.69, 372.64)","313.25 (278.01, 352.82)","18.76 (17.68, 19.82)",thousand,thousand,thousand
lifetime,female,t_noncvd_death_annual,"1.38 (1.31, 1.46)","1.32 (1.25, 1.4)","0.06 (0.06, 0.06)",million,million,million
lifetime,female,t_Cost_annual,"11.44 (11.26, 11.62)","10.07 (9.9, 10.23)","1.37 (1.35, 1.39)",billion,billion,billion
lifetime,female,t_QALY_annual,"8.03 (8.0, 8.06)","7.97 (7.94, 8.01)","0.05 (0.05, 0.05)",million,million,million
lifetime,male,t_stroke_event,"20.19 (19.77, 20.61)","19.32 (18.91, 19.73)","0.86 (0.86, 0.87)",million,million,million
lifetime,male,t_IS_event,"14.39 (14.09, 14.69)","13.77 (13.48, 14.06)","0.62 (0.61, 0.63)",million,million,million
lifetime,male,t_HS_event,"3.28 (3.21, 3.35)","3.14 (3.08, 3.21)","0.14 (0.14, 0.14)",million,million,million
lifetime,male,t_US_event,"2.52 (2.47, 2.57)","2.41 (2.36, 2.46)","0.11 (0.11, 0.11)",million,million,million
lifetime,male,t_stroke_death,"1134.66 (1064.59, 1208.89)","871.91 (810.14, 938.04)","262.75 (254.45, 270.85)",thousand,thousand,thousand
lifetime,male,t_IS_death,"808.56 (749.02, 872.51)","621.33 (569.05, 678.15)","187.24 (179.97, 194.36)",thousand,thousand,thousand
lifetime,male,t_HS_death,"184.5 (156.62, 217.25)","141.77 (117.58, 170.87)","42.72 (39.04, 46.38)",thousand,thousand,thousand
lifetime,male,t_US_death,"141.61 (117.43, 170.69)","108.81 (87.88, 134.69)","32.79 (29.55, 36.0)",thousand,thousand,thousand
lifetime,male,t_chd_event,"7.94 (7.74, 8.13)","7.62 (7.43, 7.81)","0.32 (0.31, 0.32)",million,million,million
lifetime,male,t_chd_death,"1.16 (1.09, 1.24)","1.19 (1.11, 1.26)","0.02 (0.02, 0.03)",million,million,million
lifetime,male,Cost,"143.71 (141.24, 146.18)","137.53 (135.19, 139.86)","6.19 (6.06, 6.32)",billion,billion,billion
lifetime,male,QALY,"99.55 (98.32, 100.77)","107.12 (105.85, 108.38)","7.57 (7.53, 7.61)",million,million,million
lifetime,male,t_deathage,"76.09 (75.9, 76.28)","77.06 (76.87, 77.26)","0.97 (0.97, 0.97)",,,
lifetime,male,t_stroke_event_annual,"1.81 (1.76, 1.85)","1.57 (1.54, 1.61)","0.23 (0.23, 0.24)",million,million,million
lifetime,male,t_IS_event_annual,"1.29 (1.26, 1.32)","1.12 (1.09, 1.15)","0.17 (0.16, 0.17)",million,million,million
lifetime,male,t_HS_event_annual,"293.52 (286.74, 300.17)","255.7 (249.71, 261.58)","37.83 (37.03, 38.59)",thousand,thousand,thousand
lifetime,male,t_US_event_annual,"225.29 (220.08, 230.52)","196.25 (191.64, 200.91)","29.03 (28.44, 29.61)",thousand,thousand,thousand
lifetime,male,t_stroke_death_annual,"313.33 (276.47, 354.98)","220.78 (190.11, 256.3)","92.56 (86.36, 98.68)",thousand,thousand,thousand
lifetime,male,t_IS_death_annual,"223.28 (192.43, 258.98)","157.33 (131.74, 187.82)","65.95 (60.69, 71.17)",thousand,thousand,thousand
lifetime,male,t_HS_death_annual,"50.95 (37.28, 69.59)","35.9 (24.76, 52.03)","15.05 (12.53, 17.56)",thousand,thousand,thousand
lifetime,male,t_US_death_annual,"39.1 (27.39, 55.81)","27.55 (18.04, 42.06)","11.55 (9.35, 13.75)",thousand,thousand,thousand
lifetime,male,t_chd_event_annual,"781.96 (750.0, 814.8)","708.23 (678.69, 738.52)","73.73 (71.31, 76.28)",thousand,thousand,thousand
lifetime,male,t_chd_death_annual,"336.62 (298.36, 379.65)","319.61 (282.36, 361.63)","17.01 (16.0, 18.02)",thousand,thousand,thousand
lifetime,male,t_noncvd_death_annual,"1.97 (1.88, 2.06)","1.85 (1.76, 1.94)","0.12 (0.12, 0.12)",million,million,million
lifetime,male,t_Cost_annual,"12.41 (12.21, 12.61)","11.0 (10.82, 11.19)","1.41 (1.39, 1.43)",billion,billion,billion
lifetime,male,t_QALY_annual,"9.16 (9.13, 9.2)","9.1 (9.07, 9.14)","0.06 (0.06, 0.06)",million,million,million
